Response ID,Time Started,Date Submitted,Status,Country,City,Region,Postal,City Name,State,Grade,Other:Grade,Gender,Ethnicity,How can a company know it made a profit?,"If you take out a loan from the bank, you must:","Your company made 10 of the same bracelet. Your total expenses, including bracelet materials, were $80. To make a profit how much should each bracelet cost?",What does a venture capitalist receive in exchange for investing in a company?,Why is it important to keep careful records of all your finances?,"If a company sells shares of stock, the company is:",What is the profit equation?,Money a company earns from selling a product or service is called:,The most important goal of marketing is to:,"When developing a product, during the manufacturing stage the company needs to:","When deciding on a price for a product, what factor(s) should a company consider?",I make an effort to get along with my teammates.,I am confident speaking in front of others.,I think about the advantages and disadvantages of a choice before making a decision.,The things I learn in school will help me in the real world.,I am confident leading others.,I listen to other people's ideas while working in a group.,How I say something is just important as what I say.,I am able to motivate others.,I analyze the effects of my decisions.,I think that math is important.,I discuss my ideas with others.,I can come to a compromise with others when we disagree.,I develop different ways of solving a problem.,I take charge on work that needs to get done.,I think learning is fun.,I contribute and pitch in when working in a group.,Score,What have you learned about teamwork from school?,What have you learned about leadership from school?,What do you know about managing money?,Quiz Score
6371,1/27/2015 14:50,1/27/2015 15:10,Complete,United States,,,,Bentonia,Mississippi,5,,Male,Black/African-American,It earned the most revenue during sales,Just pay interest on the loan.,$4 ,A promise to repay the loan plus interest.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Capital.,Demonstrate why your company and its products are special.,Promote the product to your customers.,All of the above.,5,4,3,5,5,5,4,4,4,5,5,4,4,5,4,4,,that you can accomplish more if you work together,it is good because people will most likely look up to you,don't let anybody trick you about how much they get,18
6372,1/27/2015 14:50,1/27/2015 15:10,Complete,United States,,,,BENTONIA,Mississippi,5,,Male,Decline to Respond,It sold all its products,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Profit.,All of the above.,Sell the product to your customers.,All of the above.,4,3,5,4,4,5,5,5,5,5,5,4,5,5,3,4,,If you don't work in a team you achieve less.,Others follow what you do so make a good example.,Spend less and save as much as you can.,36
6373,1/27/2015 14:49,1/27/2015 15:10,Complete,United States,,,,Bentonia,Mississippi,5,,Female,Black/African-American,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Revenue.,Help increase sales of your product.,Decide how the product will look.,The quality of the product.,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,,I HAVE LEARNED HOW TO GET ALONG.,ALWAYS TRY YOUR BEST TO BE A LEADER.,I REALLY DONT KWNOW ABOUT THAT,36
6374,1/27/2015 15:01,1/27/2015 15:11,Complete,United States,,,,Bentonia,Mississippi,5,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Cash on hand.,All of the above.,Decide how the product will look.,How popular the item/style might be.,4,3,4,5,4,5,5,4,4,4,5,4,4,4,2,4,,Teamwork helps solve problems.,The leader helps you get though problems.,A little bit of everything.   ,27
6375,1/28/2015 12:47,1/28/2015 13:02,Complete,United States,Rawlins,WY,82301,Rocksprings,Wyoming,4,,Female,Hispanic,It earned the most revenue during sales,Just pay interest on the loan.,$8 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Revenue.,Help increase sales of your product.,Make the product quickly and with limited waste.,"The cost of the supplies to make the product, including operating costs for the business.",5,4,4,5,5,5,2,5,4,5,4,4,5,5,3,5,,"if you have a problem try to solve it your self and if somebody is bugging you deal with it,it's life.",don't be bossy but help out if somebody needs help ,dont spend it all and do spend it on the things you do need,18
6376,1/28/2015 12:47,1/28/2015 13:00,Complete,United States,Rawlins,WY,82301,Rock Springs,Wyoming,4,,Male,Black/African-American,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$5 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Rent - Interest = Profit (or Loss),Profit.,Help increase sales of your product.,Promote the product to your customers.,All of the above.,4,3,4,5,4,4,5,5,3,4,4,4,3,3,4,5,,In school i learned that teamwork helps things get done faster and will help you now and in the future.,I school I learned that leadership helps get things organized and if you have good leadership you will succeed. ,I know that to manage money you need a safe place to keep it you need to know what to do with that money.,54
6377,1/28/2015 12:47,1/28/2015 12:59,Complete,United States,Rawlins,WY,82301,Rock Springs,Wyoming,4,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Rent - Interest = Profit (or Loss),Profit.,Demonstrate why your company and its products are special.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,5,3,5,5,5,4,4,5,5,5,5,5,5,5,4,,teamwork u can get a lot more done than by yourself,leardership takes responcabillity ,make sure u have more money then what u started with,36
6380,1/28/2015 12:47,1/28/2015 13:01,Complete,United States,Rawlins,WY,82301,Rock Springs,Wyoming,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Profit.,All of the above.,Decide how the product will look.,All of the above.,4,4,5,5,4,4,5,4,4,4,5,4,4,4,4,4,,That teamwork can stop you from doing the wrong thing and you can do things done faster than by your self and sometimes their ideas are better than your.,Leadership can get things done and keep everyone on the topic.,That you need to save money to buy suplies and not spending all of it.,63
6383,1/28/2015 12:48,1/28/2015 12:59,Complete,United States,Rawlins,WY,82301,Rock Springs,Wyoming,4,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$8 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Decide how the product will look.,All of the above.,5,5,3,4,4,4,4,5,4,5,4,4,3,4,4,4,,That if you work together you'll get the job done more quickly.,I learned that to keep your employees happy and let them help in if you need help.,To give your workers fair prices no matter what.,45
6386,1/28/2015 12:48,1/28/2015 13:02,Complete,United States,Rawlins,WY,82301,rock springs,Wyoming,4,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$9 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Cash on hand.,Demonstrate why your company and its products are special.,Decide how the product will look.,All of the above.,4,4,4,4,4,5,4,5,4,5,4,4,5,4,5,3,,teamwork can get a job done,leadership is important ,do not spend to much,45
6388,1/28/2015 15:29,1/28/2015 15:48,Complete,United States,,,,Bentonia,Mississippi,5,,Female,Other/Multi-Racial,It sold all its products,Just pay interest on the loan.,$9 ,A portion of company products and services.,You can prevent your company from losing money.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Revenue.,Introduce your customers to your logo and slogan.,Make the product quickly and with limited waste.,How popular the item/style might be.,4,4,4,4,5,5,5,4,4,5,4,4,5,5,5,4,,I have learned that teamwork is very important because with out a team you cant have a lot of things. That team work is what you have to do in order to  get done with a lot of stuff .,I learned that leader ship is the boss and with out the boss you couldn't be nothing . Leader ship is a good job to have when you are in a group .,That it is very important to manage money because you have to count and make sure it is all there with nothing missing.,27
6389,1/28/2015 15:29,1/28/2015 15:51,Complete,United States,,,,Bentonia,Mississippi,5,,Male,Other/Multi-Racial,It earned the most revenue during sales,Just pay interest on the loan.,$4 ,Shares of stock in the company and a vote in decision-making.,You can prevent your company from losing money.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Revenue.,All of the above.,Promote the product to your customers.,The quality of the product.,3,3,5,3,3,4,3,4,4,4,4,4,5,4,3,4,,Its good to work with others and to listen to what your teammates have to say. ,When you are the leader you are in charge of what happens in the group.,You need to count it right and keep it safe. You need to give the customer the right amount of change and make sure that they give you the right amount of money,36
6390,1/28/2015 15:29,1/28/2015 15:44,Complete,United States,,,,Bentonia,Mississippi,5,,Female,Hispanic,It sold all its products,Repay the balance of the loan and interest.,$4 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Cash on hand.,All of the above.,Make the product quickly and with limited waste.,How popular the item/style might be.,4,4,4,4,4,4,2,2,4,4,4,4,3,4,4,4,,that do not argue,be helpful,u have to add,45
6393,1/29/2015 13:56,1/29/2015 14:08,Complete,,,,,Washington,Connecticut,7,,Male,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Make the product quickly and with limited waste.,"The cost of the supplies to make the product, including operating costs for the business.",5,3,4,5,4,4,5,3,4,4,4,3,3,5,4,5,,That you have to be willing to other peoples ideas.,That you have to be calm and make sure everyone knows what to do.,When you manage money you have to keep it safe (in a bank.) Also you could Invest it to make More money by investing it (buying Stock.),63
6394,1/29/2015 13:56,1/29/2015 14:05,Complete,United States,New Milford,CT,6776,Washington,Connecticut,7,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,4,3,5,4,4,3,3,3,5,4,3,3,4,3,5,,Its good to use ,Someone needs to lead,You need to know what the income - the expenses to make profit ,72
6395,1/29/2015 13:56,1/29/2015 14:04,Complete,United States,New Milford,CT,6776,Washington Depot,Connecticut,7,,Male,Caucasian,It earned the most revenue during sales,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Sell the product to your customers.,All of the above.,5,5,5,1,5,4,5,4,4,1,5,4,4,4,1,5,,Its is important,It is even more important ,its important to only spend if its reasonable,27
6396,1/29/2015 13:56,1/29/2015 14:06,Complete,United States,New Milford,CT,6776,Roxbury,Connecticut,7,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$8 ,A portion of company products and services.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Sell the product to your customers.,All of the above.,4,3,4,3,4,3,3,3,3,4,3,3,3,3,1,3,,It helps sometimes,It helps sometimes,50%,36
6397,1/29/2015 13:57,1/29/2015 14:09,Complete,,,,,Roxbury,Connecticut,7,,Female,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,All of the above.,Taking out a loan from the venture capitalist.,Rent - Interest = Profit (or Loss),Cash on hand.,All of the above.,Sell the product to your customers.,All of the above.,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,,"I learned that when you are in a group working, you need to all pitch in with full effort. Everyone needs to do there part, and we need to listen to others ideas.","Sometimes, you need a leader to help guide a team sometimes, especially when they have failed with attempts to keep going. Sometimes you need to step down though as a leader, you don't want to be to controlling and the group will be upset.",Find deals. Use coupons. Never spend more than you can earn.,54
6398,1/29/2015 13:56,1/29/2015 14:09,Complete,United States,New Milford,CT,6776,Roxbury,Connecticut,7,,Female,Other/Multi-Racial,It earned the most revenue during sales,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Decide how the product will look.,All of the above.,5,5,4,4,5,5,5,4,4,5,5,4,5,5,5,5,,"Teamwork is very important when working in a group, it helps whether the team can succeed.","Leadership is important, and it helps them team by having a push in the right direction.",Nothing.,27
6399,1/29/2015 13:56,1/29/2015 14:12,Complete,United States,New Milford,CT,6776,Washington,Connecticut,7,,Male,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Capital.,All of the above.,Promote the product to your customers.,All of the above.,4,2,4,4,4,5,4,4,4,5,4,4,4,5,3,5,,It is important to have teamwork because in a group you need more ideas and try all of them.,you need at only one leader and the rest followers and you need someone to lead the group and organize them,you need profit or else you will run out of money.,36
6400,1/29/2015 13:56,1/29/2015 14:09,Complete,United States,New Milford,CT,6776,Washington,Connecticut,7,,Female,Black/African-American,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,You can prevent your company from losing money.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,All of the above.,Decide how the product will look.,"The cost of the supplies to make the product, including operating costs for the business.",5,2,5,4,2,4,4,4,5,4,4,4,4,4,3,4,,I learned that when working in teams you all must work together and listen to everybody's ideas'. Communication is very important.,I learned that when leading something you must be clear and evective. ,You must be careful and think about if what spending on is worth it and if what your buying is going to effective you in a positive or negative way. ,36
6401,1/29/2015 13:56,1/29/2015 14:05,Complete,United States,New Milford,CT,6776,Bridgewater,Connecticut,7,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Sell the product to your customers.,The quality of the product.,5,4,3,4,3,4,3,5,4,4,4,3,2,3,2,5,,that there is not only one way to do something there can be many different ways to,that you should not be aggressive toward others but be firm,about stocks financial budget how to handle and ivesting,36
6402,1/29/2015 13:56,1/29/2015 14:05,Complete,,,,,Roxbury,Connecticut,7,,Male,Caucasian,It earned the most revenue during sales,Just pay interest on the loan.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Promote the product to your customers.,All of the above.,4,3,4,5,3,4,4,2,4,1,4,3,3,3,2,5,,It's the key to success.,People who can handle it should be leader.,It goes in the bank.,36
6403,1/29/2015 13:56,1/29/2015 14:09,Complete,United States,New Milford,CT,6776,Washington,Connecticut,7,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Decide how the product will look.,All of the above.,4,4,2,4,4,5,3,3,2,5,3,4,2,4,3,5,,"That everyone needs to do their part and if one person fails to do so the whole group is affected. Also that calm, simple, and unbiased communication is key to a successful group.  Another thing is one needs to be able to compromise and agree to disagree and be able to do certain things in another person's way not just your own. ",A leader must see the pros/cons on each side of the argument and communicate clearly with kindness. Also to help other people to see different ways of learning and know that everything is not about their selves. ,I know it is more important to save money than spend it right away. ,81
6404,1/29/2015 13:56,1/29/2015 14:05,Complete,,,,,Roxbury,Connecticut,7,,Female,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$9 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Make the product quickly and with limited waste.,"The cost of the supplies to make the product, including operating costs for the business.",4,2,4,1,2,4,4,4,4,2,4,3,4,3,1,5,,You need to all get along.,You need to be confident.,You have to use it reasonable and think about it reasonable.,27
6405,1/29/2015 13:56,1/29/2015 14:07,Complete,,,,,Washington,Connecticut,7,,Female,Decline to Respond,It sold all its products,Just repay balance of the loan.,$8 ,Decision-making power for product design.,You can prevent your company from losing money.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Revenue.,Help increase sales of your product.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,,That you have to work together or it is not going to work out,That a leader must bring a group together and make the group work well.,I know that stocks are important because for example if you see the money earned is going down you need to find some way to make the money increase,9
6406,1/29/2015 13:57,1/29/2015 14:01,Complete,United States,New Milford,CT,6776,Washington,Connecticut,7,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$8 ,Decision-making power for product design.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Cash on hand.,Make sure your company has the best commercial.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,Be Respectful,Be Bossy,Spend It On Food,9
6407,1/29/2015 13:57,1/29/2015 14:07,Complete,,,,,Wasington,Connecticut,7,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$9 ,Decision-making power for product design.,All of the above.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,4,1,5,4,5,5,4,2,4,5,5,4,4,5,5,2,,That how everyone's opinion matters.,It is  hard and puts a lot of weight on your shoulders to require the expectations.,That you want to make a profit. So if you have to give $80 to the company you would want one bracelet to be $9 so that you earn the profit of $10.,54
6408,1/29/2015 13:58,1/29/2015 14:09,Complete,United States,New Milford,CT,6776,wachington,Connecticut,7,,Male,Hispanic,It earned the most revenue during sales,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Cash on hand.,Help increase sales of your product.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,,its is impotent ,its impotent ,it is importent,45
6409,1/29/2015 13:56,1/29/2015 14:13,Complete,,,,,new preston ct,Connecticut,7,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$9 ,A promise to repay the loan plus interest.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,4,5,3,4,3,4,3,4,4,4,4,3,4,4,3,4,,you need to help and contribute to the group ,dont be a bad in fluinese,you need fto conserve it,63
6410,1/29/2015 13:56,1/29/2015 14:06,Complete,,,,,Washington,Connecticut,7,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Receiving money with no other requirements.,Rent - Interest = Profit (or Loss),Cash on hand.,Demonstrate why your company and its products are special.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,,That most things you cant do alone.,That in order to be a leader you must take full responsibiity,That you need to save money for later in your life,27
6411,1/29/2015 13:57,1/29/2015 14:09,Complete,,,,,Roxbury,Connecticut,7,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$4 ,A portion of company products and services.,You will be able to calculate your company's profits.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,3,3,4,1,4,3,1,2,1,3,1,3,2,2,3,,You need to help your team,It helps ,It goes to the bank,27
6413,1/29/2015 15:21,1/29/2015 15:33,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,6,,Female,Other/Multi-Racial,It earned the most revenue during sales,Repay the balance of the loan and interest.,$4 ,Decision-making power for product design.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Rent - Interest = Profit (or Loss),Profit.,Demonstrate why your company and its products are special.,Decide how the product will look.,All of the above.,4,5,5,1,5,4,3,3,5,4,5,2,5,5,1,3,,From this school? Nothing,Its better to work alone.,I know how to spend and save.,36
6414,1/29/2015 15:18,1/29/2015 15:45,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,6,,Female,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Profit.,Help increase sales of your product.,Decide how the product will look.,The amount of time it took to make the product.,4,3,4,5,3,4,3,5,4,3,4,4,4,4,3,3,,it's important,It makes you cool,it makes you very popular and rich$$$$$,36
6415,1/29/2015 15:21,1/29/2015 15:39,Complete,Canada,Ottawa,ON,k1y4h7,bridgeport,Connecticut,6,,Female,Decline to Respond,It earned the most revenue during sales,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Cash on hand.,All of the above.,Decide how the product will look.,All of the above.,4,3,4,4,4,4,4,3,4,4,4,3,3,5,4,4,,I learned that working together sometimes the members in your group just make you do all the work,I don't know yet,I dont know that much but i know u should save,36
6416,1/29/2015 15:21,1/29/2015 15:34,Complete,Canada,Ottawa,ON,k1y4h7,bridgeport,Connecticut,6,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$4 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Sell the product to your customers.,All of the above.,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,,yes,yes,it is hard work ,45
6417,1/29/2015 15:21,1/29/2015 15:38,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,6,,Female,Hispanic,It earned the most revenue during sales,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,,"I learned that teamwork is really important,and teamwork teaches you a about compassion.","If you do not act like a leader, you and your team will fail.",not much.,54
6418,1/29/2015 15:22,1/29/2015 15:31,Complete,Canada,Ottawa,ON,k1y4h7,bridgeport,Connecticut,6,,Female,Black/African-American,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$5 ,Decision-making power for product design.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Profit.,Demonstrate why your company and its products are special.,Decide how the product will look.,How popular the item/style might be.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,i learend to share,to be nice to others,give it up ,18
6419,1/29/2015 15:22,1/29/2015 15:37,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,6,,Female,Hispanic,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Sell the product to your customers.,All of the above.,5,2,4,5,3,5,4,4,4,5,4,4,4,5,2,4,,I learned that teamwork is important because instead of having to work by ourselves they can help us understand more question or any other work.,What I have learned from leadership is that   you should set a good example and be a role model for others so they know the right thing to do.,I don't really know that much about managing money,36
6420,1/29/2015 15:22,1/29/2015 15:37,Complete,Canada,Ottawa,ON,k1y4h7,bridgeport,Connecticut,6,,Female,Hispanic,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Profit.,All of the above.,Decide how the product will look.,All of the above.,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,,what i learned about teamwork from school is that you should always agree with each other and particapate.,what i learned about leadership from school is always be respectful and responsible and to be a rolemodel.,what i know about managing money is that money is not  something to play with. and i dont know what else,45
6422,1/29/2015 15:22,1/29/2015 15:47,Complete,Canada,Ottawa,ON,k1y4h7,bridgeport,Connecticut,6,,Female,Hispanic,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$5 ,Decision-making power for product design.,All of the above.,Taking out a loan from the venture capitalist.,Rent - Interest = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,4,4,4,4,5,4,4,4,4,5,4,4,3,5,5,5,,"What i have learn about teamwork in school is to behave,work with teamates,and to stay on task.",i've learned about leadership in school that if you are a leader you have to show your best to others and how things need to roll.,what i know about managing money is that you have to to keep how many money you have you need to know math and need to give the exact amount of change,45
6423,1/29/2015 15:22,1/29/2015 15:40,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,6,,Male,Black/African-American,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$9 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,Introduce your customers to your logo and slogan.,Decide how the product will look.,The amount of time it took to make the product.,4,5,4,5,5,4,3,4,3,5,4,3,3,3,5,4,,that you should be nice to everybody,you should not follow the negtive behavior,i dont know,27
6424,1/29/2015 15:22,1/29/2015 15:38,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,6,,Female,Black/African-American,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$5 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Capital.,All of the above.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,2,3,4,4,4,4,3,3,5,4,3,4,4,4,4,,To treat others ,Don't give up on your team members ,I really dont know ,45
6425,1/29/2015 15:23,1/29/2015 15:31,Complete,Canada,Ottawa,ON,k1y4h7,bridgeport,Connecticut,6,,Female,Black/African-American,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Decision-making power for product design.,You can prevent your company from losing money.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Cash on hand.,All of the above.,Promote the product to your customers.,How popular the item/style might be.,1,3,5,5,4,4,5,5,1,1,5,2,3,5,1,4,,help ,nothing ,save,27
6426,1/29/2015 15:25,1/29/2015 15:34,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,other,,Female,Asian/Pacific Islander,It earned the most revenue during sales,Repay the balance of the loan and interest.,$5 ,Decision-making power for product design.,All of the above.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Decide how the product will look.,All of the above.,4,5,3,4,4,4,4,3,4,5,4,4,4,5,5,5,,That you should never tell someone that there wrong ,That its not good to be bossy,That you should always keep track of it,45
6427,1/29/2015 15:26,1/29/2015 15:47,Complete,Canada,Ottawa,ON,k1y4h7,Bridgeport,Connecticut,6,,Female,Hispanic,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Rent - Interest = Profit (or Loss),Profit.,All of the above.,Decide how the product will look.,"The cost of the supplies to make the product, including operating costs for the business.",4,2,4,4,2,4,4,3,4,5,3,3,3,2,3,4,,by learning together and sharing things,that u have to tell ideas and share new thing,its kind of hard,36
6428,1/29/2015 15:27,1/29/2015 15:40,Complete,Canada,Ottawa,ON,k1y4h7,bridgeport,Connecticut,6,,Female,Decline to Respond,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Profit.,Introduce your customers to your logo and slogan.,Promote the product to your customers.,The amount of time it took to make the product.,4,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,,that you have to get along with others.,You have to act your own person.,I think i't takes  alot of trust and consitre.,27
